Zip Code,2019 House Mean,2019 Dec House Price,Social Studies Mean,Social Studies Median
33311,224919.5,225062.91666666666,54.333333333333336,53.0
33312,295091.0,295108.4166666667,55.0,55.0
33313,251455.0,251742.0,56.8,54.0
33314,278511.0,278940.5,78.0,78.0
33317,380498.5,380977.25,77.0,70.0
33319,252805.0,252866.66666666666,77.0,77.0
33321,252480.0,252877.5,73.0,75.0
33322,316663.0,317519.0,66.0,66.0
33324,339075.5,339770.25,89.0,89.0
33325,410181.0,411018.1666666667,80.0,80.0
33326,426573.0,426923.8333333333,85.0,85.0
33327,515522.5,515910.0,99.0,99.0
33328,404115.5,405198.0,87.5,87.5
33330,612924.5,614799.3333333334,92.0,92.0
33331,514806.0,515836.6666666667,82.5,82.5
33332,608832.0,608840.75,83.5,84.0
33334,336798.0,337358.4166666667,63.5,63.5
33351,294392.5,295020.75,71.33333333333333,73.0
33401,269174.5,269399.0,96.0,96.0
33403,237337.0,237857.91666666666,78.66666666666667,91.0
33404,167929.0,168222.83333333334,80.66666666666667,86.0
33405,294699.5,295405.8333333333,63.5,63.5
33406,261462.5,261898.33333333334,81.75,84.5
33407,201839.5,201896.41666666666,68.66666666666667,56.0
33408,514687.5,515097.3333333333,99.0,99.0
33409,237566.0,237578.16666666666,71.5,71.5
33410,381733.5,382058.0833333333,63.0,62.0
33411,331692.5,331923.1666666667,75.71428571428571,69.0
33413,298150.0,298423.9166666667,64.0,64.0
33414,392856.0,393292.9166666667,86.5,85.0
33418,459705.0,460018.8333333333,86.0,86.0
33426,236383.5,236363.91666666666,67.0,69.0
33428,343774.5,344179.0833333333,83.5,83.5
33430,144336.5,142790.08333333334,61.5,61.5
33431,428045.0,428642.5,98.0,98.0
33432,872739.0,874340.25,100.0,100.0
33434,395990.5,396369.4166666667,85.0,85.0
33440,119813.5,119535.83333333333,62.0,62.0
33441,304140.0,304981.0,54.75,56.0
33444,326032.5,326596.5,58.0,58.0
33445,299258.0,299806.75,61.5,61.5
33446,458896.0,459206.6666666667,85.0,85.0
33449,461233.0,461727.5,90.0,90.0
33458,399889.0,400398.1666666667,83.33333333333333,82.0
33460,237636.0,238070.25,67.5,67.5
33461,233952.5,234174.25,56.5,56.5
33462,267166.0,267606.5,63.0,66.5
33463,262607.5,262839.0,64.83333333333333,64.5
33467,361623.0,361795.75,79.0,79.0
33470,373678.5,374084.9166666667,81.66666666666667,82.0
33471,109081.5,109375.5,41.0,41.0
33472,317520.5,317597.1666666667,79.66666666666667,81.0
33476,105789.5,105638.33333333333,38.5,38.5
33486,492820.5,493121.5,80.0,80.0
33496,481942.0,482591.75,85.5,85.5
33498,433133.5,433578.0,82.0,82.0
33510,212681.0,212632.75,60.0,60.0
33511,230866.0,230807.25,81.0,81.0
33513,156343.0,156527.41666666666,66.0,66.0
33525,201113.0,202132.16666666666,65.33333333333333,61.0
33527,267984.0,268523.25,79.0,79.0
33534,209999.0,209886.33333333334,63.5,63.5
33542,133142.5,133727.41666666666,61.0,61.0
33543,251558.5,252043.41666666666,82.5,82.5
33544,278921.0,279548.1666666667,76.0,76.0
33545,233408.0,233986.66666666666,77.5,77.5
33547,337223.5,336949.5,87.0,89.0
33548,375287.5,375745.4166666667,84.0,84.0
33549,272378.5,272489.75,98.5,98.5
33556,408734.5,409611.75,87.0,87.0
33558,362773.0,363051.9166666667,93.5,93.5
33563,168716.0,169083.91666666666,63.0,67.5
